sent_idx,source_tokens,prediction_tokens,tag
44,"['giờ', 'này', 'ngta', 'ngủ', 'hết', 'r', 'thầy', 'ơi', 'ai', 'ngủ', 'rồi', 'điểm danh', 'phát']","['giờ', 'này', 'người ta', 'ngủ', 'hết', 'rồi', 'thầy', 'ơi', 'ai', 'ngủ', 'rồi', 'điểm danh', 'phát']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
45,"['may', 'lại', 'có', 'r']","['may', 'lại', 'có', 'rồi']","['O', 'O', 'O', 'O']"
46,"['@username', 'cái', 'lồn', 'má']","['@username', 'cái', 'lồn', 'má']","['O', 'O', 'O', 'B-T', 'I-T']"
47,"['vl', '<unk>', 'handsome', 'boy']","['vl', '<unk>', 'handsome', 'trai']","['B-T', 'O', 'O', 'O']"
48,"['song', 'trên', 'doi', 'người', 'ta', 'dam', 'ăn', 'dám', 'noi', 'con người', 'thẳng thắn', '.']","['sống', 'trên', 'đời<space>', 'người', 'ta', 'dám', 'ăn', 'dám', 'nói', 'con người', 'thẳng thắn', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
48,"['con', 'hơn', 'mấy', 'con', 'mượn', 'danh', 'đạo', 'tạo', 'danh', 'đời', 'đồ', 'giả tạo', 'nhìn', 'là', 'biết', 'chỉ', 'do', '1so', 'con', 'ko', 'thấy', 'đôg', 'cức', 'trên', 'đầu', 'mình', '.']","['còn', 'hơn', 'mấy', 'con', 'mượn', 'danh', 'đạo', 'tạo', 'đánh', 'đời', 'đồ', 'giả tạo', 'nhìn', 'là', 'biết', 'chỉ', 'do', '1s', 'còn', 'không', 'thấy', 'đang<space>', 'cức', 'trên', 'đầu', 'mình', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
48,"['mấy', 'con', 'di', 'ma', 'hay', 'soi', 'moi', 'người', 'ta', '2019', 'rồi', 'tập', 'lam', 'con người', 'lại', 'di', '.']","['mấy', 'con', 'vậy', 'mà', 'hay', 'soi', 'mỗi', 'người', 'ta', '2018', 'rồi', 'tập', 'làm<space>', 'con người', 'lại', 'đi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
49,"['ngu', 'thì', 'chết', ',', 'đâu', 'phải', 'ko', 'có', 'suy nghĩ', 'đúng sai', ',', 'chỉ', 'do', 'ko', 'có', 'ý thức', '.']","['ngu', 'thì', 'chết', ',', 'đâu', 'phải', 'không', 'có', 'suy nghĩ', 'đúng sai', ',', 'chỉ', 'do', 'không', 'có', 'ý thức', '.']","['B-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T']"
50,"['ngộ nghĩnh', 'nhỉ', '<unk>']","['ngộ nghĩnh', 'nhỉ', '<unk>']","['O', 'O', 'O']"
51,"['yêu', 'làm', 'cái', 'j']","['yêu', 'làm', 'cái', 'gì']","['O', 'O', 'O', 'O']"
52,"['@username', 'cho', 'mình', 'hỏi', 'này', 'uốn', 'kiểu', 'gì', 'vậy', 'bạn', 'ơi', '<unk>']","['@username', 'cho', 'mình', 'hỏi', 'này', 'uốn', 'kiểu', 'gì', 'vậy', 'bạn', 'ơi', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
53,"['ok', 'thầy', 'nhé']","['ok', 'thầy', 'nhé']","['O', 'O', 'O']"
54,"['cảm giác', 'như', 'dân', 'mình', 'giống', 'thời kì', 'bị', 'đô hộ', 'vkl', '.']","['cảm giác', 'như', 'dân', 'mình', 'giống', 'thời kì', 'bị', 'đô hộ', 'vkl', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O']"
54,"['sưu thuế', 'ngập', 'mồm', '.']","['sưu thuế', 'ngập', 'mồm', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O']"
54,"['mà', 'bị', 'đô hộ', 'khéo', 'còn', 'phát triển', 'đc', 'chứ', 'đây', 'chả', 'thấy', 'đc', 'cái', 'méo', 'gì', ',', 'còn', 'khổ', 'thêm']","['mà', 'bị', 'đô hộ', 'khéo', 'còn', 'phát triển', 'được<space>', 'chứ', 'đây', 'chả', 'thấy', 'được<space>', 'cái', 'méo', 'gì', ',', 'còn', 'khổ', 'thêm']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O']"
55,"['ko', 'thich', 'vn', 'thì', 'cút', 'sang', 'campuchia', 'mà', 'sống', '(', '@username', 'cho', 'biết', ')']","['không', 'thích<space>', 'vn', 'thì', 'cút', 'sang', 'campuchia', 'mà', 'sống', '(', '@username', 'cho', 'biết', ')']","['O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
56,"['tộc mixi', 'có', 'khác', ':33']","['tộc mixi', 'có', 'khác', ':33']","['O', 'O', 'O', 'O', 'O']"
57,"['@username', 'mới', 'nghe', 'nói', 'hồi', 'chiều', '<unk><unk>']","['@username', 'mới', 'nghe', 'nói', 'hồi', 'chiều', '<unk><unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
58,"['chắc', 'trêu', '=)))']","['chắc', 'trê<space>', '=)))']","['O', 'O', 'O']"
59,"['@username', 'đi', 'thầy']","['@username', 'đi', 'thầy']","['O', 'O', 'O']"
60,"['cho', 'xin', 'video', 'vs']","['cho', 'xin', 'video', 'với']","['O', 'O', 'O', 'O']"
61,"['giáo án', 'về', 'one', 'champ', 'lee', 'bú', 'đá', 'và', 'rụng', 'mất', 'xác']","['giáo án', 'về', 'một', 'champ', 'lee', 'bú', 'đá', 'và', 'rụng', 'mất', 'xác']","['O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T', 'I-T']"
62,"['bên', 'ngoài', 'tóc', 'đẹp', 'bên', 'trong', 'nhiều', 'tiền']","['bên', 'ngoài', 'tóc', 'đẹp', 'bên', 'trong', 'nhiều', 'tiền']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
63,"['con', 'gà', 'phải', 'để', 'cho', 'abe']","['con', 'gà', 'phải', 'để', 'cho', 'anh bé']","['O', 'O', 'O', 'O', 'O', 'O']"
64,"['@username', 'cho', 'phím', '1', 'đuổi', '@username', 'để', 'cô', '@username', 'quay', 'trở lại', 'nào', '<unk>']","['@username', 'cho', 'phím', '1', 'đuổi', '@username', 'để', 'cô', '@username', 'quay', 'trở lại', 'nào', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
65,"['hot', 'girl', 'ống', 'tinh', 'đi', ',', 'nghe', 'vui tai', 'hơn']","['hot', 'girl', 'ống', 'tình', 'đi', ',', 'nghe', 'vui tại', 'hơn']","['B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O']"
66,"['bài', 'này', 'nghe', 'bất', 'tai', 'thôi', '.']","['bài', 'này', 'nghe', 'bất', 'tai', 'thôi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
66,"['dùng', 'comeback', 'vs', 'cảm ơn', 'đàn', 'đóm', 'của', 'ổng', '.']","['dùng', 'comeback', 'với', 'cảm ơn', 'đàn', 'đóm', 'của', 'ổng', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
66,"['chứ', 'bài', 'này', 'không', 'có', 'tính', 'phổ biến', 'đủ', 'mọi', 'loại', 'tuổi', 'như', '3', 'hit', 'đầu']","['chứ', 'bài', 'này', 'không', 'có', 'tính', 'phổ biến', 'đủ', 'mọi', 'loại', 'tuổi', 'như', '3', 'hí', 'đầu']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
67,"['kênh', 'chat', 'thế giới', 'khác']","['kênh', 'chất', 'thế giới', 'khác']","['O', 'O', 'O', 'O', 'O']"
68,"['giờ', 'mới', 'nghe', '....']","['giờ', 'mới', 'nghe', '....']","['O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T']"
68,"['trời đất ơi', 'cái', 'miệng', 'nó', 'dơ bẩn', 'vô cùng', '...']","['trời đất ơi', 'cái', 'miệng', 'nó', 'dơ bẩn', 'vô cùng', '...']","['O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T']"
68,"['bởi vậy', 'giờ', 'cả', 'thế giới', 'đều', 'khinh bỉ', '...']","['bởi vậy', 'giờ', 'cả', 'thế giới', 'đều', 'khinh bỉ', '...']","['O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T']"
68,"['trời ơi', '...']","['trời ơi', '...']","['O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T']"
68,"['khẩu', 'nghiệp', 'vô cùng', '..']","['khẩu', 'nghiệp', 'vô cùng', '..']","['O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T']"
68,"['<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","['<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T']"
69,"['lươn khươn', 'kiểu', 'cao lãnh', '<unk>']","['lươn khươn', 'kiểu', 'cao lãnh', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O']"
70,"['phải biết', 'là', 'sam', 'và', 'so', 'khác', 'nhau', 'và', 'so', 'đuôi', 'tam giác', 'và', 'so', 'đuôi', 'tròn', 'càng', 'khác', 'nhau', 'nữa']","['phải biết', 'là', 'sam', 'và', 'so', 'khác', 'nhau', 'và', 'sợ', 'đuôi', 'tâm giác', 'và', 'sợ', 'đuôi', 'tròn', 'càng', 'khác', 'nhau', 'nữa']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
71,"['@username', 'cover', 'liền', '<unk>', '<unk>']","['@username', 'cover', 'liền', '<unk>', '<unk>']","['O', 'O', 'O', 'O', 'O']"
72,"['đếm', 'dc', 'tầm', 'trăm', '""', 'con', 'chim', 'vàng', '""']","['đếm', 'được<space>', 'tầm', 'trăm', '""', 'con', 'chìm', 'vàng', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
73,"['đíu', 'ai', 'like', 'cho', 'thầy', 'đi', 'ăn cắp', 'luôn']","['đíu', 'ai', 'like', 'cho', 'thầy', 'đi', 'ăn cắp', 'luôn']","['B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O']"
74,"['căng', 'quá', 'các', 'bác', 'uiii']","['căng', 'quá', 'các', 'bác', 'ơi<space><space>']","['O', 'O', 'O', 'O', 'O']"
75,"['mỗi', 'ho', 'k', 'có', 'đờm', 'gì', 'hết', 'r', 'hqua', 'lại', 'mệt']","['mỗi', 'họ', 'không', 'có', 'đờ<space>', 'gì', 'hết', 'rồi', 'hôm qua', 'lại', 'mệt']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
76,"['cô', 'tui', 'đỉnh', 'quá', '>', '<']","['cô', 'tui', 'đỉnh', 'quá', '>', '<']","['O', 'O', 'O', 'O', 'O']"
77,"['bon', 'con', 'chau', 'tq', 'lam', 'j', 'co', 'van', 'hoa']","['bọn', 'con', 'cháu<space>', 'trung quốc', 'làm<space>', 'gì', 'có', 'văn', 'hoá']","['B-T', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T']"
78,"['cho', 'em', 'hỏi', 'sao', 'em', 'xem', 'cmt', 'suốt', 'ngày', 'có', 'cực kì', 'thuyết phục', 'là', 'sao', 'ạ', '?']","['cho', 'em', 'hỏi', 'sao', 'em', 'xem', 'cmt', 'suốt', 'ngày', 'có', 'cực kì', 'thuyết phục', 'là', 'sao', 'ạ', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
79,"['valentine', 'năm ngoái', 'có anh']","['valente', 'năm ngoái', 'có anh']","['O', 'O', 'O', 'O', 'O']"
80,"['cái', 'bình', 'chữa cháy', 'này', 'chưa', 'đạt', 'chuẩn', ':v', 'chứ', 'nếu', 'chuẩn', 'thì', 'oto', 'ko', 'cháy', 'nhanh', 'thế', 'đâu']","['cái', 'bình', 'chữa cháy', 'này', 'chưa', 'đạt', 'chuẩn', ': vậy', 'chứ', 'nếu', 'chuẩn', 'thì', 'ô', 'không', 'cháy', 'nhanh', 'thế', 'đâu']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
81,"['khẩu', 'nghiệp', 'chêt', 'mẹ', 'may', 'đó', 'trời', 'qua', 'báo', 'may', 'đó', 'hồi', 'xưa', 'may', 'chửi', 'nhiều', 'người', '.']","['khẩu', 'nghiệp', 'chêt', 'mẹ', 'mấy', 'đó', 'trời', 'qua', 'báo', 'mấy', 'đó', 'hồi', 'xưa', 'mấy', 'chửi', 'nhiều', 'người', '.']","['B-T', 'I-T', 'B-T', 'I-T', 'I-T', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'B-T', 'B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'B-T', 'B-T', 'O', 'O', 'O']"
81,"['bây', 'giơ', 'trời', 'qua', 'bao', 'may đo minh', '@username', 'may', 'gu', 'rang', 'chiu', 'kkkkkk']","['bây', 'giơ', 'trời', 'quá', 'bao', 'mấy đó mình', '@username', 'mấy', 'gu', 'răng', 'chịu<space>', 'kkkkkk']","['B-T', 'I-T', 'B-T', 'I-T', 'I-T', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'B-T', 'B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'B-T', 'B-T', 'O', 'O', 'O']"
82,"['@username', 'sắp', 'đến', 'mùa', 'rồi', 'cô', 'ạ', 'ai', 'rủ', 'buôn', 'đừng', 'buôn', '<unk>']","['@username', 'sắp', 'đến', 'mùa', 'rồi', 'cô', 'ạ', 'ai', 'rủ', 'buôn', 'đừng', 'buôn', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
83,['@username'],['@username'],"['O', 'O']"
84,"['nếu', 'vậy', 'thì', 'mấy', 'ông', 'csgt', 'ra', 'đường', 'làm', 'gì', 'cho', '""', 'bẩn', 'áo', '""', '.']","['nếu', 'vậy', 'thì', 'mấy', 'ông', 'cảnhgt', 'ra', 'đường', 'làm', 'gì', 'cho', '""', 'bẩn', 'áo', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
84,"['mấy', 'ông', 'mà', 'mà', 'người', 'xấu', 'hết', 'thù', 'ở', 'nhà', 'là', 'xong', '.']","['mấy', 'ông', 'mà', 'mà', 'người', 'xấu', 'hết', 'thù', 'ở', 'nhà', 'là', 'xong', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
84,"['có', 'thế', 'một', 'phát', 'là', 'vn', 'lại', '""', 'một', 'ngày', 'đi', 'một', 'trung đội', '""', 'như', 'năm', 'nào', '...']","['có', 'thế', 'một', 'phát', 'là', 'việt nam', 'lại', '""', 'một', 'ngày', 'đi', 'một', 'trung đội', '""', 'như', 'năm', 'nào', '...']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
85,"['ghép', 'làm', 'chó', 'nha', 'ae']","['ghép', 'làm', 'chó', 'nha', 'anh em']","['O', 'O', 'O', 'O', 'O']"
86,"['cũng', 'ko', 'ngạc nhiên', 'jì', 'lắm', ',', 'gần', 'hết', '2020', 'xăng xái', 'cho', 'đạt', 'yêu cầu', 'quan thầy', 'ấy', 'mà', ',', 'riêng', 'cái', 'điều', 'này', 'coi bộ', 'khó', 'đạt', 'í', ',', 'có', 'thằng', 'chó', 'nào', 'ra', 'đường', 'nói', 'tiếng', 'tàu', 'với', 'đồng bào', ',', 'đồng nghiệp', ',', 'bạn bè', 'bằng', 'tiếng', 'tàu', 'ko', ',', 'lúc', 'đó', 'nó', 'cho', 'vào', 'bệnh viện', 'tâm thần', 'thì', 'bỏ mẹ', ',', 'hay', 'về', 'nhà', 'hôn', 'vợ', ',', 'nựng', 'con', 'nó', 'có', 'nói', 'tiếng', 'tàu', 'được', 'vợ con', 'nó', 'chắc', 'ngạc nhiên', 'lắm', 'vì', 'nghĩ', 'nó', 'bị', 'khùng', ',', 'hahaha']","['cũng', 'không', 'ngạc nhiên', 'gì<space>', 'lắm', ',', 'gần', 'hết', '2021', 'xăng xái', 'cho', 'đạt', 'yêu cầu', 'quan thầy', 'ấy', 'mà', ',', 'riêng', 'cái', 'điều', 'này', 'coi bộ', 'khó', 'đạt', 'ý', ',', 'có', 'thằng', 'chó', 'nào', 'ra', 'đường', 'nói', 'tiếng', 'tàu', 'với', 'đồng bào', ',', 'đồng nghiệp', ',', 'bạn bè', 'bằng', 'tiếng', 'tàu', 'không', ',', 'lúc', 'đó', 'nó', 'cho', 'vào', 'bệnh viện', 'tâm thần', 'thì', 'bỏ mẹ', ',', 'hay', 'về', 'nhà', 'hôn', 'vợ', ',', 'nựng', 'con', 'nó', 'có', 'nói', 'tiếng', 'tàu', 'được', 'vợ con', 'nó', 'chắc', 'ngạc nhiên', 'lắm', 'vì', 'nghĩ', 'nó', 'bị', 'khùng', ',', 'hahaha']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'B-T']"
87,"['chúng mày', 'làm', 'gì', 'có', 'văn hoá', 'mà', 'lập', 'ra bộ', 'văn hoá']","['chúng mày', 'làm', 'gì', 'có', 'văn hoá', 'mà', 'lập', 'ra bộ', 'văn hoá']","['B-T', 'I-T', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T']"
88,"['@username', 'cẩn thận', 'nha']","['@username', 'cẩn thận', 'nha']","['O', 'O', 'O', 'O', 'O', 'O']"
89,"['uầy', ',', 'được', 'anh', 'ơi', 'cứ', 'như', 'ngồi', 'cạnh', 'thằng', '@username', 'ấy', 'nhờ', '@username', 'có', 'đcm', 'luôn', 'nghe', 'cứ', 'điếm', 'vãi', 'cả', 'nồi', 'ấy', '.']","['uầy', ',', 'được', 'anh', 'ơi', 'cứ', 'như', 'ngồi', 'cạnh', 'thằng', '@username', 'ấy', 'nhờ', '@username', 'có', 'đcm', 'luôn', 'nghe', 'cứ', 'điếm', 'vãi', 'cả', 'nồi', 'ấy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O']"
90,"['t', 'muốn', 'coi', 'qá', ',', 'nhưng', 'sợ', 'nên', 'ngỉ', 'phẻ', 'đỡ', 'tốn', 'tiền', '<unk>']","['tôi', 'muốn', 'coi', 'quá<space>', ',', 'nhưng', 'sợ', 'nên', 'ngỉ', 'khoẻ<space>', 'đỡ', 'tốn', 'tiền', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
91,['<unk>'],['<unk>'],['O']
92,"['like', 'vì', 'cùng', 'suy', 'nghi', '<unk>']","['like', 'vì', 'cùng', 'suy', 'nghĩ', '<unk>']","['O', 'O', 'O', 'O', 'O']"
93,"['bắn', 'bỏ', 'hết', 'mẹ', 'lũ', 'tham quan', 'đi', ',', 'lũ', 'chó']","['bắn', 'bỏ', 'hết', 'mẹ', 'lũ', 'tham quan', 'đi', ',', 'lũ', 'chó']","['B-T', 'I-T', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'B-T', 'I-T']"
94,"['t', 'cừi', '2', 'tiếng', 'rồi', 'và', 'vẫn', 'chưa', 'có', 'dấu hiệu', 'dừng', 'lại']","['tôi', 'cười<space><space>', '2', 'tiếng', 'rồi', 'và', 'vẫn', 'chưa', 'có', 'dấu hiệu', 'dừng', 'lại']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
95,"['tự hào', 'quá', 'vn', 'ơi', '<unk>']","['tự hào', 'quá', 'việt nam', 'ơi', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O']"
96,['ý nghĩa'],['ý nghĩa'],"['O', 'O']"
97,"['@username', 'cô mình', 'hơi', 'nóng', 'hia', 'hiaaaa', '<unk>']","['@username', 'cô mình', 'hơi', 'nóng', 'hihê', 'ha<space>', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
98,['idol'],['idol'],['O']
99,"['idol', 'lạc', 'qua', 'đây', 'luôn', '<unk>', '<unk>']","['idol', 'lạc', 'qua', 'đây', 'luôn', '<unk>', '<unk>']","['O', 'O', 'O', 'O', 'O']"
100,"['con', 'nay', 'mat', 'dai']","['con', 'này', 'mất', 'dài']","['B-T', 'O', 'B-T', 'I-T']"
101,"['@username', 'không', 'có', 'cái', 'gì', 'cũng', 'tự dưng', 'lôi', 'anh', 'tao', 'vào', ',', 'cái', 'thứ', 'dòng', 'đỗn', 'lì', ',', 'không', 'khịa', 'anh', 'tao', 'thì', 'm', 'bị', 'ngứa tay', 'à', '<unk>']","['@username', 'không', 'có', 'cái', 'gì', 'cũng', 'tự dưng', 'lôi', 'anh', 'tao', 'vào', ',', 'cái', 'thứ', 'dòng', 'đ<space>', 'lì', ',', 'không', 'khịa', 'anh', 'tao', 'thì', 'mày', 'bị', 'ngứa tay', 'à', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T', 'O', 'B-T', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O']"
102,"['<unk>', '<unk>', '<unk>', 'từ', 'hôm nay', 'việt nam', 'đã', 'có', 'pikachu go', 'để', 'chơi', 'rồi', 'nhé', '^', '^']","['<unk>', '<unk>', '<unk>', 'từ', 'hôm nay', 'việt nam', 'đã', 'có', 'pikach go', 'để', 'chơi', 'rồi', 'nhé', '^', '^']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
